,,,Range,,
94,,,,,
89,,,,,
8,,,,,
80,,,,,
98,,,,,
84,,,,,
2,,,,,
95,,,,,
4,,,,,
80,,,,,
83,,,,,
94,,,,,
99,,,,,
94,,,,,
19,,,,,
1,,,,,
91,,,,,
6,,,,,
79,,,,,
97,,,,,
6,,,,,
88,,,,,
91,,,,,
97,,,,,
16,,,,,
0,,,,,
77,,,,,
92,,,,,
55,,,,,
95,,,,,
17,,,,,
0,,,,,
0,,,,,
7,,,,,
21,,,,,
83,,,,,
85,,,,,
78,,,,,
1,,,,,
89,,,,,
84,,,,,
11,,,,,
64,,,,,
87,,,,,
24,,,,,
98,,,,,
24,,,,,
7,,,,,
21,,,,,
3,,,,,
9,,,,,
94,,,,,
95,,,,,
2,,,,,
75,,,,,
9,,,,,
90,,,,,
9,,,,,
63,,,,,
97,,,,,
96,,,,,
53,,,,,
24,,,,,
82,,,,,
78,,,,,
17,,,,,
61,,,,,
40,,,,,
14,,,,,
97,,,,,
77,,,,,
78,,,,,
79,,,,,
81,,,,,
78,,,,,
79,,,,,
78,,,,,
83,,,,,
85,,,,,
78,,,,,
79,,,,,
81,,,,,
86,,,,,
91,,,,,
77,,,,,
83,,,,,
86,,,,,
79,,,,,
84,,,,,
84,,,,,
79,,,,,
82,,,,,
81,,,,,
88,,,,,
76,,,,,
77,,,,,
81,,,,,
93,,,,,
5,,,,,
1,,,,,
87,,,,,
8,,,,,
10,,,,,
80,,,,,
82,,,,,
82,,,,,
88,,,,,
79,,,,,
85,,,,,
94,,,,,
92,,,,,
0,,,,,
6,,,,,
5,,,,,
24,,,,,
94,,,,,
78,,,,,
7,,,,,
87,,,,,
82,,,,,
94,,,,,
20,,,,,
94,,,,,
17,,,,,
5,,,,,
79,,,,,
80,,,,,
25,,,,,
57,,,,,
97,,,,,
86,,,,,
88,,,,,
81,,,,,
20,,,,,
57,,,,,
11,,,,,
16,,,,,
90,,,,,
3,,,,,
91,,,,,
26,,,,,
89,,,,,
16,,,,,
32,,,,,
7,,,,,
91,,,,,
43,,,,,
7,,,,,
15,,,,,
90,,,,,
36,,,,,
92,,,,,
7,,,,,
41,,,,,
84,,,,,
65,,,,,
93,,,,,
86,,,,,
95,,,,,
86,,,,,
14,,,,,
79,,,,,
97,,,,,
25,,,,,
92,,,,,
38,,,,,
85,,,,,
0,,,,,
18,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
81,,,,,
77,,,,,
79,,,,,
80,,,,,
81,,,,,
76,,,,,
80,,,,,
79,,,,,
92,,,,,
87,,,,,
94,,,,,
89,,,,,
86,,,,,
81,,,,,
94,,,,,
90,,,,,
99,,,,,
82,,,,,
82,,,,,
95,,,,,
97,,,,,
77,,,,,
10,,,,,
87,,,,,
13,,,,,
0,,,,,
81,,,,,
11,,,,,
94,,,,,
3,,,,,
85,,,,,
90,,,,,
95,,,,,
87,,,,,
91,,,,,
32,,,,,
41,,,,,
93,,,,,
92,,,,,
94,,,,,
84,,,,,
87,,,,,
0,,,,,
85,,,,,
82,,,,,
1,,,,,
89,,,,,
42,,,,,
82,,,,,
86,,,,,
76,,,,,
3,,,,,
78,,,,,
42,,,,,
5,,,,,
8,,,,,
58,,,,,
81,,,,,
96,,,,,
23,,,,,
0,,,,,
20,,,,,
14,,,,,
97,,,,,
17,,,,,
13,,,,,
18,,,,,
92,,,,,
81,,,,,
95,,,,,
82,,,,,
96,,,,,
0,,,,,
15,,,,,
15,,,,,
19,,,,,
11,,,,,
90,,,,,
7,,,,,
8,,,,,
20,,,,,
95,,,,,
4,,,,,
33,,,,,
26,,,,,
90,,,,,
13,,,,,
95,,,,,
5,,,,,
85,,,,,
87,,,,,
97,,,,,
96,,,,,
49,,,,,
80,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
77,,,,,
77,,,,,
80,,,,,
79,,,,,
80,,,,,
80,,,,,
80,,,,,
78,,,,,
85,,,,,
81,,,,,
76,,,,,
77,,,,,
82,,,,,
94,,,,,
83,,,,,
84,,,,,
83,,,,,
92,,,,,
83,,,,,
80,,,,,
78,,,,,
81,,,,,
78,,,,,
4,,,,,
3,,,,,
97,,,,,
94,,,,,
91,,,,,
81,,,,,
0,,,,,
5,,,,,
6,,,,,
81,,,,,
87,,,,,
85,,,,,
78,,,,,
84,,,,,
85,,,,,
0,,,,,
90,,,,,
90,,,,,
91,,,,,
11,,,,,
83,,,,,
0,,,,,
76,,,,,
94,,,,,
82,,,,,
2,,,,,
97,,,,,
3,,,,,
10,,,,,
79,,,,,
92,,,,,
94,,,,,
91,,,,,
87,,,,,
78,,,,,
97,,,,,
3,,,,,
94,,,,,
91,,,,,
92,,,,,
13,,,,,
35,,,,,
54,,,,,
63,,,,,
41,,,,,
89,,,,,
85,,,,,
10,,,,,
18,,,,,
18,,,,,
79,,,,,
74,,,,,
79,,,,,
51,,,,,
12,,,,,
33,,,,,
89,,,,,
71,,,,,
29,,,,,
9,,,,,
66,,,,,
99,,,,,
77,,,,,
81,,,,,
32,,,,,
44,,,,,
32,,,,,
11,,,,,
8,,,,,
93,,,,,
41,,,,,
9,,,,,
77,,,,,
78,,,,,
80,,,,,
81,,,,,
77,,,,,
78,,,,,
79,,,,,
85,,,,,
82,,,,,
82,,,,,
79,,,,,
80,,,,,
79,,,,,
85,,,,,
79,,,,,
79,,,,,
90,,,,,
83,,,,,
87,,,,,
89,,,,,
88,,,,,
0,,,,,
89,,,,,
92,,,,,
97,,,,,
96,,,,,
85,,,,,
79,,,,,
84,,,,,
83,,,,,
86,,,,,
88,,,,,
86,,,,,
81,,,,,
89,,,,,
3,,,,,
6,,,,,
79,,,,,
97,,,,,
7,,,,,
17,,,,,
98,,,,,
97,,,,,
18,,,,,
22,,,,,
1,,,,,
81,,,,,
98,,,,,
87,,,,,
76,,,,,
84,,,,,
82,,,,,
25,,,,,
86,,,,,
82,,,,,
17,,,,,
88,,,,,
85,,,,,
97,,,,,
91,,,,,
25,,,,,
19,,,,,
15,,,,,
14,,,,,
79,,,,,
96,,,,,
78,,,,,
86,,,,,
11,,,,,
77,,,,,
38,,,,,
26,,,,,
86,,,,,
98,,,,,
89,,,,,
1,,,,,
93,,,,,
88,,,,,
15,,,,,
56,,,,,
78,,,,,
95,,,,,
84,,,,,
32,,,,,
89,,,,,
54,,,,,
97,,,,,
37,,,,,
33,,,,,
30,,,,,
84,,,,,
49,,,,,
7,,,,,
27,,,,,
90,,,,,
9,,,,,
44,,,,,
0,,,,,
98,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
80,,,,,
81,,,,,
84,,,,,
77,,,,,
81,,,,,
79,,,,,
83,,,,,
86,,,,,
80,,,,,
81,,,,,
81,,,,,
92,,,,,
97,,,,,
81,,,,,
83,,,,,
85,,,,,
86,,,,,
6,,,,,
85,,,,,
90,,,,,
78,,,,,
79,,,,,
80,,,,,
78,,,,,
82,,,,,
18,,,,,
92,,,,,
18,,,,,
78,,,,,
82,,,,,
84,,,,,
93,,,,,
82,,,,,
13,,,,,
10,,,,,
89,,,,,
95,,,,,
13,,,,,
23,,,,,
94,,,,,
80,,,,,
85,,,,,
87,,,,,
76,,,,,
6,,,,,
79,,,,,
94,,,,,
13,,,,,
2,,,,,
95,,,,,
80,,,,,
92,,,,,
80,,,,,
15,,,,,
9,,,,,
84,,,,,
88,,,,,
15,,,,,
40,,,,,
79,,,,,
92,,,,,
56,,,,,
93,,,,,
33,,,,,
99,,,,,
8,,,,,
10,,,,,
1,,,,,
44,,,,,
87,,,,,
96,,,,,
92,,,,,
93,,,,,
79,,,,,
23,,,,,
8,,,,,
90,,,,,
15,,,,,
15,,,,,
95,,,,,
76,,,,,
96,,,,,
95,,,,,
21,,,,,
77,,,,,
28,,,,,
34,,,,,
91,,,,,
70,,,,,
37,,,,,
13,,,,,
47,,,,,
91,,,,,
77,,,,,
78,,,,,
79,,,,,
81,,,,,
77,,,,,
79,,,,,
78,,,,,
79,,,,,
84,,,,,
76,,,,,
79,,,,,
81,,,,,
80,,,,,
81,,,,,
76,,,,,
77,,,,,
87,,,,,
86,,,,,
82,,,,,
86,,,,,
95,,,,,
89,,,,,
79,,,,,
83,,,,,
79,,,,,
79,,,,,
78,,,,,
83,,,,,
92,,,,,
79,,,,,
77,,,,,
89,,,,,
7,,,,,
82,,,,,
76,,,,,
77,,,,,
84,,,,,
90,,,,,
91,,,,,
23,,,,,
21,,,,,
88,,,,,
6,,,,,
3,,,,,
87,,,,,
79,,,,,
20,,,,,
80,,,,,
89,,,,,
82,,,,,
93,,,,,
7,,,,,
6,,,,,
85,,,,,
41,,,,,
16,,,,,
84,,,,,
15,,,,,
0,,,,,
81,,,,,
11,,,,,
85,,,,,
94,,,,,
89,,,,,
3,,,,,
88,,,,,
94,,,,,
12,,,,,
96,,,,,
2,,,,,
86,,,,,
6,,,,,
32,,,,,
3,,,,,
40,,,,,
87,,,,,
88,,,,,
8,,,,,
80,,,,,
81,,,,,
32,,,,,
8,,,,,
89,,,,,
19,,,,,
22,,,,,
42,,,,,
89,,,,,
18,,,,,
11,,,,,
60,,,,,
5,,,,,
81,,,,,
15,,,,,
26,,,,,
4,,,,,
12,,,,,
62,,,,,
57,,,,,
38,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
79,,,,,
78,,,,,
83,,,,,
84,,,,,
79,,,,,
81,,,,,
79,,,,,
82,,,,,
90,,,,,
77,,,,,
88,,,,,
83,,,,,
87,,,,,
80,,,,,
78,,,,,
78,,,,,
81,,,,,
85,,,,,
81,,,,,
93,,,,,
78,,,,,
88,,,,,
79,,,,,
95,,,,,
86,,,,,
97,,,,,
92,,,,,
80,,,,,
90,,,,,
98,,,,,
77,,,,,
94,,,,,
95,,,,,
88,,,,,
94,,,,,
0,,,,,
78,,,,,
13,,,,,
80,,,,,
98,,,,,
19,,,,,
88,,,,,
14,,,,,
87,,,,,
12,,,,,
88,,,,,
88,,,,,
86,,,,,
49,,,,,
13,,,,,
97,,,,,
1,,,,,
92,,,,,
89,,,,,
10,,,,,
56,,,,,
40,,,,,
8,,,,,
48,,,,,
19,,,,,
0,,,,,
26,,,,,
84,,,,,
92,,,,,
79,,,,,
27,,,,,
40,,,,,
80,,,,,
80,,,,,
10,,,,,
37,,,,,
81,,,,,
35,,,,,
99,,,,,
85,,,,,
84,,,,,
80,,,,,
18,,,,,
69,,,,,
92,,,,,
10,,,,,
24,,,,,
51,,,,,
96,,,,,
81,,,,,
4,,,,,
98,,,,,
17,,,,,
6,,,,,
76,,,,,
17,,,,,
41,,,,,
4,,,,,
27,,,,,
77,,,,,
78,,,,,
79,,,,,
82,,,,,
78,,,,,
77,,,,,
78,,,,,
79,,,,,
82,,,,,
85,,,,,
81,,,,,
78,,,,,
88,,,,,
84,,,,,
80,,,,,
81,,,,,
81,,,,,
90,,,,,
93,,,,,
76,,,,,
91,,,,,
85,,,,,
92,,,,,
94,,,,,
83,,,,,
89,,,,,
4,,,,,
83,,,,,
80,,,,,
92,,,,,
78,,,,,
94,,,,,
88,,,,,
20,,,,,
84,,,,,
89,,,,,
94,,,,,
9,,,,,
93,,,,,
1,,,,,
82,,,,,
98,,,,,
26,,,,,
97,,,,,
18,,,,,
94,,,,,
13,,,,,
3,,,,,
96,,,,,
90,,,,,
14,,,,,
7,,,,,
31,,,,,
32,,,,,
87,,,,,
92,,,,,
78,,,,,
96,,,,,
3,,,,,
3,,,,,
87,,,,,
31,,,,,
82,,,,,
81,,,,,
81,,,,,
92,,,,,
58,,,,,
2,,,,,
97,,,,,
23,,,,,
79,,,,,
83,,,,,
7,,,,,
83,,,,,
7,,,,,
28,,,,,
23,,,,,
91,,,,,
42,,,,,
20,,,,,
9,,,,,
20,,,,,
79,,,,,
4,,,,,
93,,,,,
80,,,,,
88,,,,,
11,,,,,
86,,,,,
80,,,,,
77,,,,,
83,,,,,
94,,,,,
6,,,,,
88,,,,,
99,,,,,
90,,,,,
65,,,,,
80,,,,,
77,,,,,
78,,,,,
79,,,,,
81,,,,,
77,,,,,
77,,,,,
81,,,,,
81,,,,,
82,,,,,
77,,,,,
83,,,,,
85,,,,,
83,,,,,
90,,,,,
76,,,,,
85,,,,,
85,,,,,
88,,,,,
94,,,,,
85,,,,,
95,,,,,
85,,,,,
79,,,,,
80,,,,,
79,,,,,
91,,,,,
3,,,,,
89,,,,,
89,,,,,
76,,,,,
2,,,,,
91,,,,,
88,,,,,
93,,,,,
85,,,,,
31,,,,,
28,,,,,
84,,,,,
80,,,,,
80,,,,,
8,,,,,
78,,,,,
15,,,,,
61,,,,,
83,,,,,
95,,,,,
30,,,,,
29,,,,,
21,,,,,
99,,,,,
83,,,,,
87,,,,,
35,,,,,
81,,,,,
90,,,,,
87,,,,,
87,,,,,
11,,,,,
94,,,,,
99,,,,,
78,,,,,
35,,,,,
37,,,,,
30,,,,,
76,,,,,
3,,,,,
7,,,,,
96,,,,,
99,,,,,
88,,,,,
7,,,,,
33,,,,,
30,,,,,
22,,,,,
36,,,,,
84,,,,,
31,,,,,
14,,,,,
3,,,,,
14,,,,,
86,,,,,
79,,,,,
85,,,,,
48,,,,,
3,,,,,
93,,,,,
9,,,,,
35,,,,,
87,,,,,
76,,,,,
78,,,,,
97,,,,,
73,,,,,
63,,,,,
2,,,,,
42,,,,,
23,,,,,
68,,,,,
61,,,,,
77,,,,,
78,,,,,
80,,,,,
81,,,,,
79,,,,,
78,,,,,
80,,,,,
84,,,,,
83,,,,,
77,,,,,
77,,,,,
78,,,,,
79,,,,,
93,,,,,
84,,,,,
80,,,,,
83,,,,,
92,,,,,
83,,,,,
86,,,,,
97,,,,,
81,,,,,
96,,,,,
0,,,,,
81,,,,,
79,,,,,
15,,,,,
84,,,,,
86,,,,,
7,,,,,
80,,,,,
89,,,,,
86,,,,,
87,,,,,
84,,,,,
6,,,,,
8,,,,,
88,,,,,
83,,,,,
85,,,,,
8,,,,,
91,,,,,
6,,,,,
6,,,,,
93,,,,,
84,,,,,
87,,,,,
96,,,,,
80,,,,,
99,,,,,
81,,,,,
80,,,,,
17,,,,,
98,,,,,
79,,,,,
86,,,,,
82,,,,,
87,,,,,
93,,,,,
79,,,,,
79,,,,,
81,,,,,
92,,,,,
90,,,,,
33,,,,,
18,,,,,
7,,,,,
2,,,,,
9,,,,,
97,,,,,
36,,,,,
98,,,,,
27,,,,,
94,,,,,
62,,,,,
27,,,,,
68,,,,,
82,,,,,
15,,,,,
78,,,,,
10,,,,,
10,,,,,
1,,,,,
97,,,,,
24,,,,,
84,,,,,
21,,,,,
97,,,,,
89,,,,,
21,,,,,
33,,,,,
84,,,,,
15,,,,,
52,,,,,
90,,,,,
3,,,,,
1,,,,,
92,,,,,
86,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
77,,,,,
80,,,,,
80,,,,,
79,,,,,
85,,,,,
76,,,,,
80,,,,,
85,,,,,
82,,,,,
91,,,,,
84,,,,,
89,,,,,
78,,,,,
82,,,,,
91,,,,,
81,,,,,
90,,,,,
78,,,,,
80,,,,,
81,,,,,
83,,,,,
81,,,,,
83,,,,,
93,,,,,
90,,,,,
96,,,,,
9,,,,,
91,,,,,
79,,,,,
80,,,,,
82,,,,,
90,,,,,
86,,,,,
80,,,,,
86,,,,,
76,,,,,
77,,,,,
85,,,,,
87,,,,,
91,,,,,
76,,,,,
17,,,,,
7,,,,,
16,,,,,
89,,,,,
78,,,,,
79,,,,,
84,,,,,
97,,,,,
18,,,,,
76,,,,,
2,,,,,
87,,,,,
22,,,,,
7,,,,,
32,,,,,
4,,,,,
6,,,,,
18,,,,,
17,,,,,
42,,,,,
80,,,,,
80,,,,,
86,,,,,
63,,,,,
4,,,,,
36,,,,,
47,,,,,
81,,,,,
12,,,,,
80,,,,,
79,,,,,
9,,,,,
81,,,,,
80,,,,,
9,,,,,
78,,,,,
63,,,,,
99,,,,,
0,,,,,
80,,,,,
1,,,,,
97,,,,,
45,,,,,
92,,,,,
21,,,,,
84,,,,,
78,,,,,
28,,,,,
95,,,,,
82,,,,,
34,,,,,
9,,,,,
50,,,,,
94,,,,,
77,,,,,
78,,,,,
80,,,,,
82,,,,,
76,,,,,
80,,,,,
78,,,,,
84,,,,,
80,,,,,
79,,,,,
83,,,,,
78,,,,,
80,,,,,
98,,,,,
83,,,,,
85,,,,,
87,,,,,
81,,,,,
81,,,,,
90,,,,,
77,,,,,
78,,,,,
79,,,,,
95,,,,,
86,,,,,
94,,,,,
8,,,,,
90,,,,,
81,,,,,
90,,,,,
91,,,,,
93,,,,,
84,,,,,
3,,,,,
88,,,,,
1,,,,,
5,,,,,
11,,,,,
86,,,,,
81,,,,,
94,,,,,
89,,,,,
98,,,,,
91,,,,,
90,,,,,
92,,,,,
21,,,,,
0,,,,,
94,,,,,
30,,,,,
93,,,,,
80,,,,,
27,,,,,
2,,,,,
88,,,,,
90,,,,,
27,,,,,
98,,,,,
92,,,,,
96,,,,,
84,,,,,
95,,,,,
95,,,,,
89,,,,,
16,,,,,
17,,,,,
85,,,,,
82,,,,,
15,,,,,
77,,,,,
93,,,,,
5,,,,,
32,,,,,
0,,,,,
83,,,,,
8,,,,,
82,,,,,
46,,,,,
24,,,,,
17,,,,,
44,,,,,
84,,,,,
17,,,,,
90,,,,,
43,,,,,
52,,,,,
89,,,,,
84,,,,,
49,,,,,
14,,,,,
8,,,,,
78,,,,,
91,,,,,
22,,,,,
93,,,,,
62,,,,,
96,,,,,
32,,,,,
29,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
85,,,,,
81,,,,,
81,,,,,
79,,,,,
77,,,,,
85,,,,,
79,,,,,
91,,,,,
79,,,,,
80,,,,,
86,,,,,
94,,,,,
96,,,,,
83,,,,,
83,,,,,
85,,,,,
81,,,,,
83,,,,,
78,,,,,
77,,,,,
82,,,,,
91,,,,,
85,,,,,
1,,,,,
81,,,,,
79,,,,,
82,,,,,
91,,,,,
90,,,,,
77,,,,,
84,,,,,
81,,,,,
91,,,,,
85,,,,,
89,,,,,
93,,,,,
82,,,,,
2,,,,,
81,,,,,
83,,,,,
87,,,,,
17,,,,,
82,,,,,
85,,,,,
83,,,,,
86,,,,,
7,,,,,
84,,,,,
12,,,,,
97,,,,,
9,,,,,
1,,,,,
18,,,,,
80,,,,,
1,,,,,
11,,,,,
85,,,,,
88,,,,,
79,,,,,
89,,,,,
96,,,,,
3,,,,,
10,,,,,
25,,,,,
29,,,,,
91,,,,,
0,,,,,
86,,,,,
25,,,,,
14,,,,,
24,,,,,
89,,,,,
31,,,,,
25,,,,,
77,,,,,
17,,,,,
28,,,,,
53,,,,,
0,,,,,
16,,,,,
4,,,,,
82,,,,,
88,,,,,
3,,,,,
8,,,,,
48,,,,,
15,,,,,
5,,,,,
19,,,,,
94,,,,,
78,,,,,
60,,,,,
95,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
77,,,,,
78,,,,,
81,,,,,
84,,,,,
82,,,,,
78,,,,,
83,,,,,
79,,,,,
81,,,,,
85,,,,,
79,,,,,
80,,,,,
83,,,,,
87,,,,,
81,,,,,
84,,,,,
78,,,,,
91,,,,,
93,,,,,
86,,,,,
80,,,,,
91,,,,,
96,,,,,
79,,,,,
93,,,,,
76,,,,,
80,,,,,
78,,,,,
79,,,,,
97,,,,,
91,,,,,
87,,,,,
79,,,,,
85,,,,,
89,,,,,
7,,,,,
37,,,,,
23,,,,,
79,,,,,
86,,,,,
94,,,,,
88,,,,,
92,,,,,
21,,,,,
96,,,,,
90,,,,,
91,,,,,
84,,,,,
27,,,,,
0,,,,,
79,,,,,
7,,,,,
23,,,,,
96,,,,,
14,,,,,
81,,,,,
17,,,,,
88,,,,,
60,,,,,
86,,,,,
34,,,,,
78,,,,,
67,,,,,
2,,,,,
89,,,,,
11,,,,,
41,,,,,
12,,,,,
91,,,,,
20,,,,,
79,,,,,
48,,,,,
87,,,,,
37,,,,,
19,,,,,
7,,,,,
77,,,,,
97,,,,,
6,,,,,
80,,,,,
97,,,,,
86,,,,,
23,,,,,
20,,,,,
26,,,,,
69,,,,,
60,,,,,
1,,,,,
36,,,,,
32,,,,,
23,,,,,
82,,,,,
83,,,,,
17,,,,,
52,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
82,,,,,
82,,,,,
84,,,,,
83,,,,,
76,,,,,
83,,,,,
89,,,,,
79,,,,,
91,,,,,
76,,,,,
82,,,,,
80,,,,,
79,,,,,
88,,,,,
77,,,,,
81,,,,,
93,,,,,
90,,,,,
94,,,,,
2,,,,,
98,,,,,
88,,,,,
91,,,,,
93,,,,,
91,,,,,
79,,,,,
80,,,,,
96,,,,,
88,,,,,
2,,,,,
77,,,,,
94,,,,,
5,,,,,
82,,,,,
96,,,,,
87,,,,,
10,,,,,
79,,,,,
92,,,,,
93,,,,,
82,,,,,
98,,,,,
82,,,,,
0,,,,,
94,,,,,
34,,,,,
82,,,,,
97,,,,,
18,,,,,
84,,,,,
87,,,,,
18,,,,,
2,,,,,
9,,,,,
89,,,,,
90,,,,,
91,,,,,
33,,,,,
44,,,,,
13,,,,,
91,,,,,
85,,,,,
44,,,,,
80,,,,,
81,,,,,
17,,,,,
9,,,,,
12,,,,,
95,,,,,
34,,,,,
38,,,,,
17,,,,,
1,,,,,
80,,,,,
97,,,,,
8,,,,,
8,,,,,
84,,,,,
15,,,,,
89,,,,,
81,,,,,
38,,,,,
11,,,,,
3,,,,,
86,,,,,
5,,,,,
33,,,,,
23,,,,,
28,,,,,
89,,,,,
18,,,,,
13,,,,,
88,,,,,
30,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
81,,,,,
80,,,,,
83,,,,,
82,,,,,
78,,,,,
79,,,,,
88,,,,,
81,,,,,
76,,,,,
80,,,,,
84,,,,,
79,,,,,
81,,,,,
77,,,,,
93,,,,,
91,,,,,
89,,,,,
95,,,,,
78,,,,,
91,,,,,
97,,,,,
80,,,,,
0,,,,,
90,,,,,
85,,,,,
98,,,,,
90,,,,,
82,,,,,
86,,,,,
10,,,,,
84,,,,,
14,,,,,
90,,,,,
82,,,,,
9,,,,,
90,,,,,
34,,,,,
99,,,,,
91,,,,,
3,,,,,
27,,,,,
97,,,,,
14,,,,,
89,,,,,
83,,,,,
84,,,,,
86,,,,,
0,,,,,
51,,,,,
33,,,,,
9,,,,,
92,,,,,
14,,,,,
13,,,,,
97,,,,,
78,,,,,
84,,,,,
94,,,,,
30,,,,,
92,,,,,
84,,,,,
82,,,,,
62,,,,,
81,,,,,
77,,,,,
4,,,,,
4,,,,,
90,,,,,
50,,,,,
44,,,,,
27,,,,,
12,,,,,
5,,,,,
97,,,,,
69,,,,,
93,,,,,
19,,,,,
85,,,,,
47,,,,,
79,,,,,
79,,,,,
46,,,,,
10,,,,,
42,,,,,
88,,,,,
94,,,,,
8,,,,,
6,,,,,
38,,,,,
52,,,,,
99,,,,,
31,,,,,
83,,,,,
77,,,,,
79,,,,,
81,,,,,
80,,,,,
76,,,,,
77,,,,,
82,,,,,
83,,,,,
85,,,,,
78,,,,,
77,,,,,
86,,,,,
79,,,,,
93,,,,,
87,,,,,
84,,,,,
78,,,,,
87,,,,,
80,,,,,
80,,,,,
88,,,,,
95,,,,,
79,,,,,
85,,,,,
93,,,,,
77,,,,,
82,,,,,
93,,,,,
85,,,,,
94,,,,,
91,,,,,
93,,,,,
89,,,,,
86,,,,,
81,,,,,
12,,,,,
95,,,,,
19,,,,,
86,,,,,
93,,,,,
77,,,,,
96,,,,,
94,,,,,
88,,,,,
14,,,,,
21,,,,,
41,,,,,
16,,,,,
92,,,,,
78,,,,,
88,,,,,
81,,,,,
30,,,,,
98,,,,,
88,,,,,
98,,,,,
99,,,,,
79,,,,,
96,,,,,
14,,,,,
77,,,,,
11,,,,,
86,,,,,
26,,,,,
91,,,,,
92,,,,,
50,,,,,
88,,,,,
27,,,,,
97,,,,,
87,,,,,
99,,,,,
22,,,,,
74,,,,,
97,,,,,
87,,,,,
45,,,,,
90,,,,,
33,,,,,
94,,,,,
16,,,,,
0,,,,,
97,,,,,
80,,,,,
92,,,,,
16,,,,,
79,,,,,
32,,,,,
1,,,,,
89,,,,,
92,,,,,
87,,,,,
65,,,,,
9,,,,,
5,,,,,
48,,,,,
99,,,,,
99,,,,,
19,,,,,
77,,,,,
78,,,,,
80,,,,,
80,,,,,
80,,,,,
79,,,,,
81,,,,,
81,,,,,
81,,,,,
78,,,,,
78,,,,,
79,,,,,
80,,,,,
85,,,,,
82,,,,,
78,,,,,
88,,,,,
83,,,,,
81,,,,,
87,,,,,
82,,,,,
84,,,,,
86,,,,,
89,,,,,
76,,,,,
88,,,,,
98,,,,,
82,,,,,
94,,,,,
1,,,,,
80,,,,,
6,,,,,
97,,,,,
86,,,,,
90,,,,,
79,,,,,
79,,,,,
9,,,,,
92,,,,,
86,,,,,
78,,,,,
5,,,,,
30,,,,,
93,,,,,
92,,,,,
77,,,,,
24,,,,,
94,,,,,
89,,,,,
89,,,,,
79,,,,,
35,,,,,
92,,,,,
13,,,,,
92,,,,,
34,,,,,
82,,,,,
80,,,,,
88,,,,,
19,,,,,
35,,,,,
57,,,,,
28,,,,,
44,,,,,
83,,,,,
9,,,,,
43,,,,,
39,,,,,
17,,,,,
79,,,,,
23,,,,,
93,,,,,
19,,,,,
0,,,,,
76,,,,,
96,,,,,
18,,,,,
93,,,,,
57,,,,,
86,,,,,
54,,,,,
99,,,,,
84,,,,,
85,,,,,
89,,,,,
78,,,,,
94,,,,,
13,,,,,
31,,,,,
31,,,,,
88,,,,,
85,,,,,
15,,,,,
26,,,,,
21,,,,,
98,,,,,
4,,,,,
63,,,,,
50,,,,,
77,,,,,
78,,,,,
81,,,,,
81,,,,,
76,,,,,
83,,,,,
78,,,,,
82,,,,,
80,,,,,
82,,,,,
81,,,,,
81,,,,,
79,,,,,
81,,,,,
83,,,,,
80,,,,,
85,,,,,
81,,,,,
86,,,,,
83,,,,,
84,,,,,
79,,,,,
87,,,,,
83,,,,,
80,,,,,
81,,,,,
95,,,,,
80,,,,,
0,,,,,
8,,,,,
90,,,,,
81,,,,,
90,,,,,
87,,,,,
80,,,,,
0,,,,,
8,,,,,
86,,,,,
83,,,,,
83,,,,,
5,,,,,
93,,,,,
98,,,,,
86,,,,,
94,,,,,
84,,,,,
89,,,,,
79,,,,,
86,,,,,
97,,,,,
82,,,,,
6,,,,,
16,,,,,
81,,,,,
83,,,,,
89,,,,,
81,,,,,
83,,,,,
0,,,,,
18,,,,,
0,,,,,
87,,,,,
20,,,,,
52,,,,,
97,,,,,
45,,,,,
94,,,,,
85,,,,,
80,,,,,
7,,,,,
90,,,,,
60,,,,,
94,,,,,
83,,,,,
95,,,,,
7,,,,,
0,,,,,
88,,,,,
80,,,,,
89,,,,,
83,,,,,
12,,,,,
99,,,,,
80,,,,,
79,,,,,
91,,,,,
79,,,,,
31,,,,,
19,,,,,
25,,,,,
30,,,,,
78,,,,,
44,,,,,
92,,,,,
77,,,,,
28,,,,,
94,,,,,
35,,,,,
90,,,,,
77,,,,,
78,,,,,
80,,,,,
80,,,,,
76,,,,,
77,,,,,
78,,,,,
85,,,,,
81,,,,,
79,,,,,
81,,,,,
85,,,,,
79,,,,,
88,,,,,
81,,,,,
81,,,,,
78,,,,,
79,,,,,
87,,,,,
90,,,,,
86,,,,,
79,,,,,
94,,,,,
97,,,,,
91,,,,,
80,,,,,
94,,,,,
80,,,,,
97,,,,,
80,,,,,
87,,,,,
91,,,,,
2,,,,,
2,,,,,
82,,,,,
83,,,,,
80,,,,,
8,,,,,
88,,,,,
28,,,,,
97,,,,,
83,,,,,
86,,,,,
99,,,,,
81,,,,,
93,,,,,
95,,,,,
